date,close
2025.9.10,72600
2025.9.11,73400
2025.9.12,75400
2025.9.15,76500
2025.9.16,79400
2025.9.17,78200
2025.9.18,80300
2025.9.19,NA
2025.9.22,83500
2025.9.23,84700
2025.9.24,85400
2025.9.25,86100
2025.9.26,83300
2025.9.29,84200
2025.9.30,83900
2025.10.1,86000
2025.10.2,89750
2025.10.10,94400
2025.10.13,93300
2025.10.14,91600
2025.10.15,95000
2025.10.16,97700
2025.10.17,97900
2025.10.20,98100
2025.10.21,97500
2025.10.22,98600
2025.10.23,96500
2025.10.24,98800
2025.10.27,102000
2025.10.28,99500
2025.10.29,100500
2025.10.30,104100
2025.10.31,107500
2025.11.3,111100
2025.11.4,104900
2025.11.5,100600
2025.11.6,99200
2025.11.7,97900
2025.11.10,100600
2025.11.11,103500
2025.11.12,103100
2025.11.13,102800
2025.11.14,97200
2025.11.17,100600
